,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,Fighter,KD,Sig. str. %,Td %,Sub. att,Pass,Rev.,Sig. str. Hits,Sig. str. Attempts,Total str. Hits,Total str. Attempts,Td Hits,Td Attempts,Head Hits,Head Attempts,Body Hits,Body Attempts,Leg Hits,Leg Attempts,Distance Hits,Distance Attempts,Clinch Hits,Clinch Attempts,Ground Hits,Ground Attempts,rounds,time,format,referee,url
219,Tor Troeng,0,54%,100%,1,3,0,6 , 11,16 , 23,1 , 1,5 , 8,0 , 1,1 , 2,2 , 7,0 , 0,4 , 4,Adam Cella,0,16%,0%,0,0,0,2 , 12,4 , 14,0 , 0,1 , 8,0 , 2,1 , 2,2 , 12,0 , 0,0 , 0,1,00:03:11,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7047b70f28c2d2fd
220,Chris Spang,0,8%,0%,0,0,0,5 , 57,24 , 76,0 , 0,1 , 44,1 , 4,3 , 9,4 , 53,1 , 4,0 , 0,Adlan Amagov,0,38%,60%,0,1,0,38 , 99,57 , 118,6 , 10,12 , 53,5 , 9,21 , 37,26 , 77,10 , 16,2 , 6,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/9eb1ce435cc1536e
221,Marcus Brimage,0,29%,0%,0,0,0,12 , 41,12 , 41,0 , 0,7 , 34,2 , 2,3 , 5,12 , 41,0 , 0,0 , 0,Conor McGregor,1,60%,0%,0,0,0,21 , 35,22 , 36,0 , 0,20 , 34,1 , 1,0 , 0,16 , 29,0 , 0,5 , 6,1,00:01:07,3 Rnd (5-5-5),Robert Sundel,http://ufcstats.com/fight-details/24393bea0c4cf49a
222,Benny Alloway,0,32%,50%,0,2,0,9 , 28,25 , 47,1 , 2,7 , 23,1 , 2,1 , 3,8 , 25,0 , 2,1 , 1,Ryan LaFlare,0,41%,75%,1,6,1,37 , 90,57 , 115,6 , 8,23 , 66,12 , 21,2 , 3,12 , 31,17 , 41,8 , 18,3,00:05:00,3 Rnd (5-5-5),Kristian Hacklou,http://ufcstats.com/fight-details/8b0ff8defc1a14f4
223,Michael Kuiper,0,48%,100%,0,4,0,14 , 29,23 , 40,3 , 3,11 , 21,3 , 6,0 , 2,1 , 8,4 , 6,9 , 15,Tom Lawlor,0,53%,0%,1,0,0,7 , 13,10 , 16,0 , 7,4 , 10,3 , 3,0 , 0,2 , 8,5 , 5,0 , 0,2,00:01:05,3 Rnd (5-5-5),Marko Gyllenland,http://ufcstats.com/fight-details/438f5404c43303b8
224,Papy Abedi,0,66%,66%,0,2,0,53 , 80,69 , 97,4 , 6,14 , 31,35 , 39,4 , 10,10 , 21,27 , 34,16 , 25,Besam Yousef,0,54%,66%,0,0,0,43 , 79,142 , 185,2 , 3,22 , 55,18 , 19,3 , 5,8 , 19,35 , 59,0 , 1,3,00:05:00,3 Rnd (5-5-5),Robert Sundel,http://ufcstats.com/fight-details/e67e15cc6578d1c3
225,Georges St-Pierre,0,62%,56%,0,2,0,105 , 167,210 , 285,9 , 16,69 , 123,22 , 27,14 , 17,62 , 106,11 , 12,32 , 49,Nick Diaz,0,30%,0%,1,0,0,41 , 136,80 , 176,0 , 0,19 , 99,19 , 29,3 , 8,24 , 113,17 , 23,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/e5e3c3a055df3016
226,Carlos Condit,0,28%,0%,0,1,0,42 , 145,94 , 201,0 , 0,26 , 118,10 , 16,6 , 11,34 , 130,2 , 9,6 , 6,Johny Hendricks,0,42%,80%,0,1,0,30 , 71,69 , 112,12 , 15,25 , 62,4 , 5,1 , 4,20 , 56,5 , 9,5 , 6,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/29398b15b94c3847
227,Jake Ellenberger,1,52%,0%,0,0,0,13 , 25,13 , 25,0 , 0,8 , 20,2 , 2,3 , 3,11 , 21,0 , 0,2 , 4,Nate Marquardt,0,56%,0%,0,0,0,13 , 23,13 , 23,0 , 0,2 , 11,1 , 1,10 , 11,13 , 23,0 , 0,0 , 0,1,00:03:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/5adcbd20eed3795d
228,Nick Ring,0,38%,0%,0,0,0,86 , 225,86 , 225,0 , 1,33 , 148,10 , 25,43 , 52,84 , 223,2 , 2,0 , 0,Chris Camozzi,0,25%,0%,0,0,0,64 , 247,67 , 250,0 , 0,48 , 225,5 , 8,11 , 14,60 , 239,4 , 8,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/79dcde3ad50f6165
229,Mike Ricci,0,34%,100%,0,2,0,47 , 137,55 , 145,2 , 2,34 , 98,12 , 29,1 , 10,36 , 123,3 , 3,8 , 11,Colin Fletcher,0,29%,0%,0,0,0,37 , 127,61 , 152,0 , 2,11 , 59,10 , 25,16 , 43,32 , 120,3 , 4,2 , 3,3,00:05:00,3 Rnd (5-5-5),,http://ufcstats.com/fight-details/cc6e74d0558b7340
230,Patrick Cote,0,53%,0%,0,0,0,72 , 135,97 , 162,0 , 6,52 , 107,9 , 17,11 , 11,55 , 109,15 , 23,2 , 3,Bobby Voelker,0,47%,80%,0,1,0,83 , 175,153 , 265,4 , 5,55 , 139,14 , 19,14 , 17,38 , 109,30 , 41,15 , 25,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/d0797451df1de80f
231,Antonio Carvalho,0,33%,0%,0,0,0,9 , 27,13 , 31,0 , 0,7 , 25,0 , 0,2 , 2,6 , 23,3 , 4,0 , 0,Darren Elkins,1,25%,0%,0,0,0,14 , 54,19 , 59,0 , 2,8 , 47,4 , 5,2 , 2,6 , 41,8 , 13,0 , 0,1,00:03:06,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/7b9de06ef8c09ba6
232,Dan Miller,0,29%,100%,1,0,0,11 , 37,11 , 37,1 , 1,4 , 26,4 , 8,3 , 3,11 , 37,0 , 0,0 , 0,Jordan Mein,1,54%,0%,0,0,0,29 , 53,29 , 53,0 , 0,25 , 49,4 , 4,0 , 0,16 , 35,13 , 18,0 , 0,1,00:04:42,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/b6c46c3c239e7863
233,John Makdessi,0,44%,0%,0,0,0,86 , 195,88 , 197,0 , 0,58 , 153,17 , 30,11 , 12,85 , 189,1 , 5,0 , 1,Daron Cruickshank,0,25%,0%,0,0,0,51 , 198,51 , 198,0 , 4,32 , 166,7 , 19,12 , 13,50 , 197,0 , 0,1 , 1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/0bd0ca01a255038c
234,Rick Story,1,40%,100%,0,0,0,20 , 49,26 , 55,1 , 1,10 , 35,7 , 9,3 , 5,15 , 41,1 , 2,4 , 6,Quinn Mulhern,0,18%,0%,0,0,0,9 , 50,9 , 51,0 , 1,8 , 42,1 , 8,0 , 0,9 , 50,0 , 0,0 , 0,1,00:03:05,3 Rnd (5-5-5),Marc-Andre Cote,http://ufcstats.com/fight-details/9030c92a161afaf9
235,TJ Dillashaw,1,52%,66%,0,0,0,30 , 57,39 , 66,2 , 3,13 , 32,3 , 6,14 , 19,8 , 31,14 , 18,8 , 8,Issei Tamura,0,55%,0%,0,0,0,11 , 20,17 , 28,0 , 1,4 , 10,4 , 6,3 , 4,4 , 12,7 , 8,0 , 0,2,00:00:26,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/9c3db86db300119e
236,George Roop,0,44%,66%,1,0,0,33 , 75,125 , 174,2 , 3,15 , 47,14 , 21,4 , 7,8 , 44,14 , 19,11 , 12,Reuben Duran,0,53%,16%,0,1,0,30 , 56,56 , 82,1 , 6,15 , 40,11 , 12,4 , 4,12 , 26,11 , 15,7 , 15,3,00:05:00,3 Rnd (5-5-5),Philippe Chartier,http://ufcstats.com/fight-details/8e4650807ea06626
237,Wanderlei Silva,2,51%,0%,0,0,0,43 , 83,49 , 97,0 , 2,37 , 76,5 , 6,1 , 1,30 , 65,8 , 13,5 , 5,Brian Stann,1,56%,0%,0,0,0,43 , 76,65 , 103,0 , 0,23 , 51,9 , 12,11 , 13,31 , 56,12 , 20,0 , 0,2,00:04:08,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e2b547e64f6532bb
238,Stefan Struve,0,35%,0%,1,3,1,24 , 67,56 , 116,0 , 0,19 , 60,4 , 4,1 , 3,21 , 58,0 , 0,3 , 9,Mark Hunt,1,57%,50%,0,2,1,47 , 82,61 , 100,1 , 2,37 , 70,8 , 10,2 , 2,45 , 77,0 , 0,2 , 5,3,00:01:44,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/c996b2ff10a915b1
239,Takanori Gomi,0,45%,0%,0,0,0,81 , 180,81 , 180,0 , 0,48 , 135,29 , 36,4 , 9,81 , 180,0 , 0,0 , 0,Diego Sanchez,0,44%,40%,1,0,0,65 , 145,68 , 149,2 , 5,29 , 100,24 , 31,12 , 14,65 , 145,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1acde2739237c4f8
240,Yushin Okami,0,41%,60%,0,5,0,37 , 89,65 , 120,3 , 5,24 , 74,9 , 9,4 , 6,25 , 75,8 , 8,4 , 6,Hector Lombard,0,50%,0%,0,2,0,45 , 89,109 , 158,0 , 3,30 , 71,12 , 14,3 , 4,40 , 81,4 , 6,1 , 2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e830cb1df07f3466
241,Mizuto Hirota,0,28%,100%,0,1,0,4 , 14,39 , 56,1 , 1,3 , 13,1 , 1,0 , 0,4 , 12,0 , 1,0 , 1,Rani Yahya,0,44%,41%,1,9,0,13 , 29,105 , 122,5 , 12,11 , 26,2 , 3,0 , 0,3 , 13,1 , 1,9 , 15,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/1dcc880fc80e6332
242,Dong Hyun Kim,0,39%,50%,1,8,0,23 , 58,182 , 221,3 , 6,16 , 51,6 , 6,1 , 1,6 , 12,0 , 0,17 , 46,Siyar Bahadurzada,0,20%,0%,0,0,0,5 , 24,25 , 45,0 , 0,4 , 20,0 , 2,1 , 2,4 , 21,0 , 0,1 , 3,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/e0bdef2580715030
243,Riki Fukuda,0,40%,100%,0,0,0,69 , 172,75 , 182,1 , 1,35 , 118,11 , 16,23 , 38,66 , 169,3 , 3,0 , 0,Brad Tavares,0,45%,0%,0,0,0,116 , 254,131 , 270,0 , 0,86 , 217,18 , 20,12 , 17,113 , 247,3 , 7,0 , 0,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/c79c00f5443c2f6e
244,Takeya Mizugaki,0,57%,0%,0,0,0,67 , 117,117 , 168,0 , 1,42 , 91,18 , 19,7 , 7,58 , 99,9 , 18,0 , 0,Bryan Caraway,0,41%,16%,1,3,0,37 , 89,69 , 125,2 , 12,31 , 82,3 , 4,3 , 3,33 , 81,3 , 7,1 , 1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7af713ee9e3006eb
245,Cristiano Marcello,0,43%,25%,0,0,0,33 , 76,67 , 117,1 , 4,21 , 57,7 , 11,5 , 8,24 , 64,8 , 11,1 , 1,Kazuki Tokudome,1,42%,100%,0,5,0,33 , 77,90 , 178,2 , 2,20 , 58,8 , 10,5 , 9,22 , 50,3 , 3,8 , 24,3,00:05:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/8666332154fc6f4a
246,Alex Caceres,0,53%,0%,0,2,3,30 , 56,80 , 112,0 , 0,18 , 42,9 , 11,3 , 3,10 , 30,1 , 1,19 , 25,Kyung Ho Kang,0,37%,55%,0,8,2,16 , 43,33 , 69,5 , 9,11 , 35,2 , 4,3 , 4,11 , 35,1 , 1,4 , 7,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/be70a2f68f6ad3e7
247,Marcelo Guimaraes,0,47%,16%,0,1,0,47 , 99,53 , 116,2 , 12,21 , 66,9 , 11,17 , 22,47 , 98,0 , 0,0 , 1,Hyun Gyu Lim,1,46%,0%,0,0,0,62 , 134,63 , 135,0 , 0,41 , 109,10 , 14,11 , 11,60 , 132,0 , 0,2 , 2,2,00:04:00,3 Rnd (5-5-5),Thomas Fan,http://ufcstats.com/fight-details/68e1a69423360900
248,Ronda Rousey,0,50%,100%,1,3,0,7 , 14,41 , 50,1 , 1,6 , 13,1 , 1,0 , 0,1 , 5,2 , 2,4 , 7,Liz Carmouche,0,66%,0%,1,1,0,4 , 6,22 , 24,0 , 0,4 , 6,0 , 0,0 , 0,3 , 5,1 , 1,0 , 0,1,00:04:49,5 Rnd (5-5-5-5-5),John McCarthy,http://ufcstats.com/fight-details/e9e6023dbba9a8b0
249,Lyoto Machida,0,50%,100%,0,0,0,27 , 54,28 , 55,1 , 1,17 , 36,9 , 14,1 , 4,23 , 50,0 , 0,4 , 4,Dan Henderson,0,31%,33%,0,0,0,20 , 64,54 , 98,1 , 3,5 , 31,5 , 9,10 , 24,14 , 55,5 , 7,1 , 2,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/ee43dc83049ecc8d
250,Urijah Faber,0,70%,0%,1,2,1,17 , 24,29 , 36,0 , 0,16 , 23,1 , 1,0 , 0,1 , 3,1 , 1,15 , 20,Ivan Menjivar,0,42%,100%,0,1,0,3 , 7,19 , 23,1 , 1,3 , 6,0 , 1,0 , 0,1 , 3,2 , 3,0 , 1,1,00:04:34,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/785c0e68b34ea383
251,Court McGee,0,49%,40%,0,2,0,166 , 334,198 , 368,2 , 5,116 , 270,34 , 47,16 , 17,129 , 275,15 , 24,22 , 35,Josh Neer,0,41%,0%,0,0,0,63 , 152,71 , 160,0 , 0,45 , 131,11 , 14,7 , 7,52 , 137,11 , 15,0 , 0,3,00:05:00,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/db43605f10bd67b4
252,Josh Koscheck,0,50%,33%,0,0,0,2 , 4,5 , 7,2 , 6,1 , 3,1 , 1,0 , 0,0 , 2,0 , 0,2 , 2,Robbie Lawler,0,60%,0%,0,0,0,9 , 15,16 , 22,0 , 0,7 , 13,2 , 2,0 , 0,0 , 4,2 , 2,7 , 9,1,00:03:57,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/b4db19e62f087a7f
253,Brendan Schaub,0,58%,62%,1,8,1,18 , 31,77 , 108,5 , 8,16 , 27,2 , 2,0 , 2,1 , 5,5 , 7,12 , 19,Lavar Johnson,0,69%,100%,0,1,0,36 , 52,170 , 213,1 , 1,18 , 32,10 , 11,8 , 9,1 , 10,17 , 20,18 , 22,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/50eb4822a74a417e
254,Michael Chiesa,0,10%,20%,2,1,0,5 , 50,9 , 54,1 , 5,3 , 46,2 , 4,0 , 0,3 , 46,2 , 4,0 , 0,Anton Kuivanen,0,32%,0%,0,0,0,18 , 55,18 , 55,0 , 0,11 , 42,7 , 13,0 , 0,13 , 50,5 , 5,0 , 0,2,00:02:29,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/69f8e2ba5d1048d4
255,Dennis Bermudez,1,57%,0%,2,1,0,120 , 209,181 , 277,0 , 9,89 , 167,16 , 25,15 , 17,42 , 103,37 , 56,41 , 50,Matt Grice,1,50%,8%,0,2,0,82 , 162,91 , 171,1 , 12,49 , 120,17 , 24,16 , 18,39 , 90,41 , 67,2 , 5,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/80769cf090fa34dd
256,Sam Stout,0,38%,33%,0,4,0,46 , 120,86 , 164,1 , 3,21 , 81,20 , 33,5 , 6,24 , 93,18 , 21,4 , 6,Caros Fodor,0,51%,23%,0,0,0,47 , 92,80 , 127,3 , 13,24 , 60,12 , 20,11 , 12,32 , 68,15 , 24,0 , 0,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/2b3a1c063245e280
257,Kenny Robertson,0,69%,100%,2,3,0,9 , 13,27 , 32,1 , 1,8 , 12,0 , 0,1 , 1,1 , 3,0 , 0,8 , 10,Brock Jardine,0,33%,0%,1,0,0,1 , 3,1 , 3,0 , 0,0 , 2,0 , 0,1 , 1,1 , 3,0 , 0,0 , 0,1,00:02:57,3 Rnd (5-5-5),John McCarthy,http://ufcstats.com/fight-details/2a8ff828e4891b82
258,Jon Manley,0,20%,7%,0,2,0,17 , 85,35 , 112,1 , 13,12 , 73,2 , 7,3 , 5,12 , 77,5 , 8,0 , 0,Neil Magny,0,54%,80%,0,5,1,65 , 120,97 , 158,4 , 5,42 , 93,15 , 19,8 , 8,33 , 69,22 , 33,10 , 18,3,00:05:00,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/919ddc634c54ad20
259,Nah-Shon Burrell,0,56%,0%,1,1,1,121 , 216,126 , 222,0 , 0,95 , 186,16 , 20,10 , 10,80 , 171,13 , 13,28 , 32,Yuri Villefort,0,42%,50%,1,5,1,48 , 112,49 , 114,3 , 6,24 , 82,8 , 12,16 , 18,43 , 100,2 , 9,3 , 3,3,00:05:00,3 Rnd (5-5-5),Jason Herzog,http://ufcstats.com/fight-details/69ca032aaef2e3d0
260,Renan Barao,0,32%,40%,1,4,0,36 , 112,43 , 121,4 , 10,28 , 97,2 , 9,6 , 6,25 , 88,6 , 16,5 , 8,Michael McDonald,0,28%,0%,0,0,0,26 , 92,29 , 95,0 , 1,26 , 92,0 , 0,0 , 0,18 , 77,7 , 14,1 , 1,4,00:03:57,5 Rnd (5-5-5-5-5),Marc Goddard,http://ufcstats.com/fight-details/3dbf17b9946d26db
261,Cub Swanson,0,46%,100%,0,3,0,58 , 126,80 , 150,2 , 2,40 , 100,11 , 17,7 , 9,45 , 107,5 , 7,8 , 12,Dustin Poirier,0,41%,22%,0,0,0,58 , 140,70 , 158,2 , 9,33 , 107,3 , 8,22 , 25,52 , 125,5 , 9,1 , 6,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/493b7a8e3253b133
262,Jimi Manuwa,0,50%,100%,0,1,0,18 , 36,18 , 36,3 , 3,10 , 26,1 , 3,7 , 7,9 , 23,8 , 10,1 , 3,Cyrille Diabate,0,64%,0%,0,0,0,9 , 14,11 , 16,0 , 0,1 , 4,7 , 9,1 , 1,2 , 5,7 , 9,0 , 0,1,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/2968840a5f24ce9f
263,Gunnar Nelson,0,52%,50%,0,3,0,42 , 80,47 , 86,2 , 4,32 , 67,4 , 7,6 , 6,21 , 48,6 , 9,15 , 23,Jorge Santiago,0,34%,0%,0,0,0,43 , 123,52 , 134,0 , 0,19 , 93,22 , 28,2 , 2,20 , 92,22 , 30,1 , 1,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/7549887ba7ae86e6
264,James Te Huna,0,62%,40%,0,4,0,49 , 79,121 , 166,2 , 5,34 , 58,7 , 11,8 , 10,1 , 11,14 , 19,34 , 49,Ryan Jimmo,1,65%,0%,0,2,0,34 , 52,56 , 77,0 , 2,28 , 45,1 , 1,5 , 6,6 , 11,5 , 5,23 , 36,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/635ef1f12a60e9d7
265,Che Mills,0,56%,0%,0,0,1,28 , 50,48 , 72,0 , 1,12 , 31,4 , 7,12 , 12,11 , 27,10 , 14,7 , 9,Matthew Riddle,0,57%,35%,0,6,0,23 , 40,126 , 157,5 , 14,14 , 24,3 , 6,6 , 10,7 , 16,5 , 12,11 , 12,3,00:05:00,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/287c71b9017c5769
266,Terry Etim,0,20%,0%,0,0,0,13 , 62,14 , 63,0 , 0,5 , 49,4 , 7,4 , 6,10 , 57,3 , 5,0 , 0,Renee Forte,1,39%,66%,0,4,0,47 , 119,78 , 154,2 , 3,38 , 102,5 , 11,4 , 6,16 , 58,12 , 17,19 , 44,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/e27a9b4b4a46f091
267,Paul Sass,0,17%,0%,5,0,0,4 , 23,23 , 47,0 , 0,2 , 20,1 , 1,1 , 2,4 , 23,0 , 0,0 , 0,Danny Castillo,0,56%,66%,0,2,0,38 , 67,67 , 104,4 , 6,35 , 64,1 , 1,2 , 2,1 , 7,0 , 0,37 , 60,3,00:05:00,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/530558f01ac425af
268,Andy Ogle,0,45%,100%,0,2,1,19 , 42,119 , 153,2 , 2,10 , 32,8 , 9,1 , 1,8 , 29,0 , 0,11 , 13,Josh Grispi,0,26%,50%,2,1,0,7 , 26,19 , 38,1 , 2,0 , 15,2 , 4,5 , 7,6 , 25,1 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Marc Goddard,http://ufcstats.com/fight-details/d607908be8b19273
269,Tom Watson,1,54%,0%,0,0,0,56 , 102,72 , 118,0 , 0,31 , 66,23 , 34,2 , 2,3 , 16,50 , 81,3 , 5,Stanislav Nedkov,0,50%,83%,0,0,0,39 , 78,61 , 102,5 , 6,26 , 62,13 , 16,0 , 0,5 , 18,19 , 29,15 , 31,2,00:04:42,3 Rnd (5-5-5),Kevin Mulhall,http://ufcstats.com/fight-details/22a574162e2ebcf6
270,Vaughan Lee,0,41%,0%,0,0,0,20 , 48,164 , 192,0 , 0,7 , 28,9 , 14,4 , 6,6 , 28,12 , 18,2 , 2,Motonobu Tezuka,0,11%,6%,1,0,0,4 , 35,17 , 56,1 , 15,1 , 28,0 , 0,3 , 7,4 , 34,0 , 1,0 , 0,3,00:05:00,3 Rnd (5-5-5),Leon Roberts,http://ufcstats.com/fight-details/f509d5ffcc3f46fe
271,Phil Harris,0,22%,100%,0,0,0,33 , 150,33 , 150,1 , 1,12 , 121,3 , 8,18 , 21,29 , 143,4 , 5,0 , 2,Ulysses Gomez,0,22%,0%,0,0,0,35 , 159,35 , 159,0 , 3,8 , 111,0 , 4,27 , 44,35 , 159,0 , 0,0 , 0,3,00:05:00,3 Rnd (5-5-5),Neil Hall,http://ufcstats.com/fight-details/16ba92318ff66d4a
272,Jose Aldo,0,30%,0%,0,0,0,76 , 253,76 , 253,0 , 0,65 , 235,2 , 8,9 , 10,76 , 250,0 , 3,0 , 0,Frankie Edgar,0,22%,18%,0,0,0,60 , 272,63 , 275,2 , 11,24 , 214,14 , 29,22 , 29,55 , 264,5 , 8,0 , 0,5,00:05:00,5 Rnd (5-5-5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/1c4e4b3358089960
273,Rashad Evans,0,27%,20%,0,0,0,22 , 81,22 , 81,1 , 5,16 , 67,4 , 10,2 , 4,17 , 73,5 , 8,0 , 0,Rogerio Nogueira,0,26%,0%,0,0,0,40 , 152,40 , 152,0 , 0,28 , 131,10 , 18,2 , 3,37 , 147,3 , 5,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/031eac0f0f85d0bf
274,Alistair Overeem,0,71%,100%,0,1,0,51 , 71,73 , 95,1 , 1,22 , 38,27 , 31,2 , 2,14 , 27,18 , 22,19 , 22,Antonio Silva,1,43%,0%,0,0,0,21 , 48,42 , 74,0 , 1,18 , 40,2 , 3,1 , 5,11 , 30,9 , 16,1 , 2,3,00:00:25,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/21419797f539de5e
275,Jon Fitch,0,37%,0%,1,0,0,6 , 16,36 , 55,0 , 0,3 , 12,1 , 2,2 , 2,5 , 14,0 , 1,1 , 1,Demian Maia,0,70%,41%,3,5,0,12 , 17,63 , 74,7 , 17,7 , 11,1 , 2,4 , 4,1 , 5,3 , 4,8 , 8,3,00:05:00,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/171eb38b335030d3
276,Joseph Benavidez,0,30%,0%,0,0,0,57 , 184,62 , 189,0 , 1,33 , 135,12 , 23,12 , 26,52 , 177,5 , 7,0 , 0,Ian McCall,0,35%,25%,0,2,0,40 , 113,54 , 127,1 , 4,18 , 70,13 , 24,9 , 19,30 , 94,8 , 16,2 , 3,3,00:05:00,3 Rnd (5-5-5),Steve Mazzagatti,http://ufcstats.com/fight-details/40cc0ccf580a4836
277,Gleison Tibau,0,21%,22%,1,0,0,37 , 169,37 , 169,2 , 9,28 , 156,6 , 10,3 , 3,31 , 154,6 , 15,0 , 0,Evan Dunham,0,38%,0%,0,0,0,91 , 237,98 , 245,0 , 9,76 , 210,10 , 21,5 , 6,73 , 209,18 , 28,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/1d43112d98de273a
278,Tyron Woodley,1,68%,0%,0,0,0,15 , 22,15 , 22,0 , 0,13 , 19,2 , 3,0 , 0,2 , 5,0 , 0,13 , 17,Jay Hieron,0,0%,0%,0,0,0,0 , 2,0 , 2,0 , 0,0 , 2,0 , 0,0 , 0,0 , 2,0 , 0,0 , 0,1,00:00:36,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/8bcdb1c3418fe739
279,Jacob Volkmann,0,11%,33%,0,5,0,6 , 51,11 , 60,4 , 12,4 , 37,1 , 6,1 , 8,3 , 44,0 , 0,3 , 7,Bobby Green,0,60%,100%,1,4,2,54 , 90,69 , 106,1 , 1,34 , 64,14 , 19,6 , 7,17 , 44,9 , 9,28 , 37,3,00:04:25,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/cd03bff050e53625
280,Yves Edwards,0,50%,33%,0,4,0,58 , 115,64 , 125,1 , 3,32 , 82,14 , 20,12 , 13,46 , 98,12 , 17,0 , 0,Isaac Vallie-Flagg,0,34%,0%,0,0,0,76 , 222,129 , 284,0 , 0,47 , 180,18 , 27,11 , 15,52 , 179,24 , 43,0 , 0,3,00:05:00,3 Rnd (5-5-5),Yves Lavigne,http://ufcstats.com/fight-details/54c842a037183f48
281,Chico Camus,0,56%,33%,0,0,1,23 , 41,34 , 55,1 , 3,12 , 28,4 , 5,7 , 8,15 , 31,3 , 3,5 , 7,Dustin Kimura,0,28%,0%,5,3,1,16 , 56,26 , 67,0 , 0,13 , 50,3 , 4,0 , 2,9 , 44,2 , 3,5 , 9,3,00:01:50,3 Rnd (5-5-5),Herb Dean,http://ufcstats.com/fight-details/6247ad19755b71d6
282,Edwin Figueroa,1,24%,100%,0,0,0,24 , 97,36 , 109,1 , 1,18 , 85,4 , 8,2 , 4,19 , 89,1 , 2,4 , 6,Francisco Rivera,1,40%,100%,0,1,0,51 , 127,54 , 131,2 , 2,25 , 89,8 , 12,18 , 26,44 , 115,2 , 3,5 , 9,2,00:04:20,3 Rnd (5-5-5),Kim Winslow,http://ufcstats.com/fight-details/42eba784becde9ad
