,Winner,R_fighter,B_fighter,R_STR,B_STR,R_TD,B_TD,R_SUB,B_SUB,R_PASS,B_PASS,WEIGHT_CLASS,METHOD,DETAIL,ROUND,TIME,title_bout,link,date,location,attendance
3185,win,James Vick,Ramsey Nijem,0,0,0,1,1,0,0,0,Lightweight,SUB,Guillotine Choke,1,00:00:58,0.0,http://ufcstats.com/fight-details/f12126b5c49a318a,17-08-2013,"Boston, Massachusetts, USA",14181.0
3186,win,Jose Aldo,Chan Sung Jung,32,17,5,0,0,0,2,0,Featherweight,KO/TKO,Punches,4,00:02:00,1.0,http://ufcstats.com/fight-details/72e1b3e1224f5314,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3187,win,Phil Davis,Lyoto Machida,21,27,2,0,0,0,1,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/a602962f1dda3205,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3188,win,Cezar Ferreira,Thiago Santos,3,0,0,0,1,0,0,0,Middleweight,SUB,Guillotine Choke,1,00:00:47,0.0,http://ufcstats.com/fight-details/1acdcfe32d975f42,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3189,win,Thales Leites,Tom Watson,51,33,5,0,3,0,6,0,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/af0327945c9656e0,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3190,win,John Lineker,Jose Maria,22,19,2,1,0,1,0,0,Flyweight,KO/TKO,Punches,2,00:01:03,0.0,http://ufcstats.com/fight-details/5f9b11f4cb3057f2,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3191,win,Anthony Perosh,Vinny Magalhaes,8,1,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,00:00:14,0.0,http://ufcstats.com/fight-details/4c6030fafb46330f,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3192,win,Amanda Nunes,Sheila Gaff,10,3,2,0,0,0,2,1,Women's Bantamweight,KO/TKO,Elbows,1,00:02:08,0.0,http://ufcstats.com/fight-details/168413032bb51ce0,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3193,win,Sergio Moraes,Neil Magny,13,7,1,0,1,0,3,0,Welterweight,SUB,Triangle Choke,1,00:03:13,0.0,http://ufcstats.com/fight-details/3846db1456151f80,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3194,win,Ian McCall,Iliarde Santos,92,43,1,1,0,0,1,0,Flyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/5f2065f737591226,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3195,win,Rani Yahya,Josh Clopton,14,5,2,0,1,0,6,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/bf6857338637013b,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3196,win,Francimar Barroso,Ednaldo Oliveira,31,19,2,0,0,0,1,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/7b97ca2c378e7782,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3197,win,Viscardi Andrade,Bristol Marunde,12,0,0,0,0,0,0,0,Welterweight,KO/TKO,Punch,1,00:01:36,0.0,http://ufcstats.com/fight-details/4f8b6eecb0361290,03-08-2013,"Rio de Janeiro, Brazil",13873.0
3198,win,Demetrious Johnson,John Moraga,67,32,12,1,3,0,13,0,Flyweight,SUB,Armbar,5,00:03:43,1.0,http://ufcstats.com/fight-details/edc00a33666b0b59,27-07-2013,"Seattle, Washington, USA",8967.0
3199,win,Rory MacDonald,Jake Ellenberger,46,19,0,1,0,0,0,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/3f14c96ea899321d,27-07-2013,"Seattle, Washington, USA",8967.0
3200,win,Robbie Lawler,Bobby Voelker,28,10,1,0,0,0,1,0,Welterweight,KO/TKO,Kick,2,00:00:24,0.0,http://ufcstats.com/fight-details/f747701638da90ae,27-07-2013,"Seattle, Washington, USA",8967.0
3201,win,Liz Carmouche,Jessica Andrade,50,10,3,1,1,1,8,0,Women's Bantamweight,KO/TKO,Punches,2,00:03:57,0.0,http://ufcstats.com/fight-details/c543563958093446,27-07-2013,"Seattle, Washington, USA",8967.0
3202,win,Jorge Masvidal,Michael Chiesa,24,24,0,2,2,0,3,0,Lightweight,SUB,D'Arce Choke,2,00:04:59,0.0,http://ufcstats.com/fight-details/900ae72adbf7c49f,27-07-2013,"Seattle, Washington, USA",8967.0
3203,win,Danny Castillo,Tim Means,25,38,6,0,0,0,0,1,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/dbd0ffc84699ad6b,27-07-2013,"Seattle, Washington, USA",8967.0
3204,win,Melvin Guillard,Mac Danzig,39,23,0,0,0,0,0,0,Lightweight,KO/TKO,Punch,2,00:02:47,0.0,http://ufcstats.com/fight-details/7ec61e2b0728e6d4,27-07-2013,"Seattle, Washington, USA",8967.0
3205,win,Daron Cruickshank,Yves Edwards,44,48,0,0,0,0,0,0,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/cf6b9a001b0824de,27-07-2013,"Seattle, Washington, USA",8967.0
3206,win,Ed Herman,Trevor Smith,73,87,2,1,1,1,2,0,Middleweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c5603628f7ae84d3,27-07-2013,"Seattle, Washington, USA",8967.0
3207,win,Germaine de Randamie,Julie Kedzie,50,28,0,2,0,0,0,1,Women's Bantamweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/dbab923a090fe93f,27-07-2013,"Seattle, Washington, USA",8967.0
3208,win,Justin Salas,Aaron Riley,54,26,3,0,0,0,0,0,Lightweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/b616969d55fb2d7a,27-07-2013,"Seattle, Washington, USA",8967.0
3209,win,Yaotzin Meza,John Albert,4,4,1,0,4,3,2,1,Bantamweight,SUB,Rear Naked Choke,2,00:02:49,0.0,http://ufcstats.com/fight-details/9cb8fe20b05d886e,27-07-2013,"Seattle, Washington, USA",8967.0
3210,win,Chris Weidman,Anderson Silva,16,14,1,0,2,0,1,0,Middleweight,KO/TKO,Punch,2,00:01:18,1.0,http://ufcstats.com/fight-details/9a6a6716cdfadc98,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3211,win,Frankie Edgar,Charles Oliveira,81,38,2,0,0,1,0,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/6453b20a65c62cfe,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3212,win,Tim Kennedy,Roger Gracie,54,12,2,2,0,0,1,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/b57f68fa967fa59e,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3213,win,Mark Munoz,Tim Boetsch,69,23,5,1,2,3,1,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/8c124a6196e39ad8,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3214,win,Cub Swanson,Dennis Siver,43,26,1,1,0,0,1,2,Featherweight,KO/TKO,Punches,3,00:02:24,0.0,http://ufcstats.com/fight-details/c3601529b7a7d489,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3215,win,Andrew Craig,Chris Leben,64,30,2,0,0,0,4,0,Middleweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/701279417e0bf776,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3216,win,Norman Parke,Kazuki Tokudome,68,43,2,1,0,0,3,0,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/86bbe429ae27d913,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3217,win,Gabriel Gonzaga,Dave Herman,3,3,0,0,0,0,1,0,Heavyweight,KO/TKO,Punch,1,00:00:17,0.0,http://ufcstats.com/fight-details/c5de5c3633a0bfce,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3218,win,Edson Barboza,Rafaello Oliveira,49,19,0,0,0,0,0,0,Lightweight,KO/TKO,Kicks,2,00:01:44,0.0,http://ufcstats.com/fight-details/005723fb99440272,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3219,win,Brian Melancon,Seth Baczynski,24,13,1,0,0,0,1,0,Welterweight,KO/TKO,Punches,1,00:04:59,0.0,http://ufcstats.com/fight-details/faca931257ad2e92,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3220,win,Mike Pierce,David Mitchell,17,17,0,0,0,0,0,0,Welterweight,KO/TKO,Knee,2,00:02:55,0.0,http://ufcstats.com/fight-details/a7cc5dc1a5c1e643,06-07-2013,"Las Vegas, Nevada, USA",12964.0
3221,win,Rashad Evans,Dan Henderson,39,40,0,0,0,0,0,0,Light Heavyweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c8ec6fd9aa2dcc23,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3222,win,Stipe Miocic,Roy Nelson,106,23,1,0,0,0,0,0,Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/a4daf2f24acdcd43,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3223,win,Ryan Jimmo,Igor Pokrajac,65,12,1,0,0,1,1,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/44ca8997a3e5cda8,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3224,win,Alexis Davis,Rosi Sexton,44,34,0,1,3,0,2,1,Women's Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/4912788e449ce79a,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3225,win,Shawn Jordan,Pat Barry,10,2,0,0,0,0,0,0,Heavyweight,KO/TKO,Punches,1,00:00:59,0.0,http://ufcstats.com/fight-details/27ff1bfeb2d50b38,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3226,win,Jake Shields,Tyron Woodley,82,60,0,0,0,0,0,0,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/43d1693f0198a93e,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3227,win,James Krause,Sam Stout,96,73,1,2,1,0,0,0,Lightweight,SUB,Guillotine Choke,3,00:04:47,0.0,http://ufcstats.com/fight-details/63af858a04c1ad79,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3228,win,Sean Pierson,Kenny Robertson,36,65,0,1,0,0,0,3,Welterweight,M-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/177c1956907ed687,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3229,win,Roland Delorme,Edwin Figueroa,22,42,6,0,2,2,11,2,Bantamweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/8b08b73f16ff7b3b,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3230,win,Mitch Clarke,John Maguire,41,15,0,3,0,0,1,2,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/5deeecb6aaa5dfd1,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3231,win,Yves Jabouin,Dustin Pague,20,15,1,1,0,7,1,6,Bantamweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/19828eb12f6d41a8,15-06-2013,"Winnipeg, Manitoba, Canada",14754.0
3232,win,Fabricio Werdum,Minotauro Nogueira,32,14,1,0,1,0,5,0,Heavyweight,SUB,Armbar,2,00:02:41,0.0,http://ufcstats.com/fight-details/8857bf28823b1b2d,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3233,win,Leonardo Santos,William Patolino,22,35,1,2,1,0,2,0,Welterweight,SUB,Arm Triangle,2,00:04:43,1.0,http://ufcstats.com/fight-details/bd9100f5d4ee6823,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3234,win,Thiago Silva,Rafael Feijao,37,24,0,0,0,0,0,0,Light Heavyweight,KO/TKO,Punch,1,00:04:29,0.0,http://ufcstats.com/fight-details/2692ac9853970e08,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3235,win,Erick Silva,Jason High,0,0,0,0,1,0,1,0,Welterweight,SUB,Armbar,1,00:01:11,0.0,http://ufcstats.com/fight-details/0e272af30a23e09b,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3236,win,Daniel Sarafian,Eddie Mendez,8,4,1,0,1,0,2,0,Middleweight,SUB,Arm Triangle,1,00:02:20,0.0,http://ufcstats.com/fight-details/8c1787fe568f1ca6,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3237,win,Rony Jason,Mike Wilkinson,7,4,0,1,1,0,0,0,Featherweight,SUB,Triangle Choke,1,00:01:24,0.0,http://ufcstats.com/fight-details/c25c2000aa99832c,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3238,win,Raphael Assuncao,Vaughan Lee,17,14,3,0,1,0,5,0,Bantamweight,SUB,Armbar,2,00:01:51,0.0,http://ufcstats.com/fight-details/f5ebfe526cf409e8,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3239,win,Felipe Arantes,Godofredo Pepey,27,4,0,1,0,0,0,2,Featherweight,KO/TKO,Elbows,1,00:03:32,0.0,http://ufcstats.com/fight-details/d03618c86d395b43,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3240,win,Ildemar Alcantara,Leandro Silva,33,50,3,0,0,0,0,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/b6d027c60f879e4a,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3241,win,Rodrigo Damm,Mizuto Hirota,76,102,2,0,0,0,0,0,Featherweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/291bebbbf4f9128f,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3242,win,Caio Magalhaes,Karlos Vemola,21,30,1,2,5,0,4,2,Middleweight,SUB,Rear Naked Choke,2,00:02:49,0.0,http://ufcstats.com/fight-details/401a21d881a1f26a,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3243,win,Antonio Braga Neto,Anthony Smith,6,5,1,0,1,0,1,0,Middleweight,SUB,Kneebar,1,00:01:52,0.0,http://ufcstats.com/fight-details/66b295262ef7ee91,08-06-2013,"Fortaleza, Ceara, Brazil",6286.0
3244,win,Cain Velasquez,Antonio Silva,18,1,0,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,00:01:21,1.0,http://ufcstats.com/fight-details/d51757fe7dd89f2d,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3245,win,Junior Dos Santos,Mark Hunt,74,29,1,0,0,0,2,0,Heavyweight,KO/TKO,Kick,3,00:04:18,0.0,http://ufcstats.com/fight-details/19d6c7f5263c9398,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3246,win,Glover Teixeira,James Te Huna,12,8,1,0,1,0,2,0,Light Heavyweight,SUB,Guillotine Choke,1,00:02:38,0.0,http://ufcstats.com/fight-details/5f87dc7d18517d87,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3247,win,TJ Grant,Gray Maynard,26,13,0,0,0,0,0,0,Lightweight,KO/TKO,Punches,1,00:02:07,0.0,http://ufcstats.com/fight-details/9dd931fd20d6c886,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3248,win,Donald Cerrone,KJ Noons,78,42,4,0,0,0,4,0,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/3f19bab8de698eb0,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3249,win,Mike Pyle,Rick Story,33,57,0,3,2,0,1,0,Welterweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/d236fe0f180312e3,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3250,win,Dennis Bermudez,Max Holloway,73,75,4,0,0,0,3,1,Featherweight,S-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/149a0b38fa02e647,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3251,win,Robert Whittaker,Colton Smith,53,33,1,0,0,1,0,0,Welterweight,KO/TKO,Punch,3,00:00:41,0.0,http://ufcstats.com/fight-details/3333fdbe86a763fb,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3252,win,Khabib Nurmagomedov,Abel Trujillo,23,11,21,1,2,0,3,1,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/e1d33aa47b35d021,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3253,win,Stephen Thompson,Nah-Shon Burrell,65,56,2,0,0,0,1,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/a6ba04a54eb7e8fa,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3254,win,George Roop,Brian Bowles,44,24,0,0,0,1,0,1,Bantamweight,KO/TKO,Punch,2,00:01:43,0.0,http://ufcstats.com/fight-details/1260d0031a5e469d,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3255,win,Jeremy Stephens,Estevan Payan,49,25,6,0,1,1,3,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/172dfd6cab9b627b,25-05-2013,"Las Vegas, Nevada, USA",12380.0
3256,win,Vitor Belfort,Luke Rockhold,9,6,0,0,0,0,0,0,Middleweight,KO/TKO,Kick,1,00:02:32,0.0,http://ufcstats.com/fight-details/110d18c0953bde1d,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3257,win,Jacare Souza,Chris Camozzi,8,4,1,0,1,0,4,0,Middleweight,SUB,Arm Triangle,1,00:03:37,0.0,http://ufcstats.com/fight-details/ac269f99e4e53634,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3258,win,Rafael Dos Anjos,Evan Dunham,66,68,0,3,0,0,0,0,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/05f8696303709939,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3259,win,Rafael Natal,Joao Zeferino,29,14,1,0,0,2,6,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/59bb17087b12ad35,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3260,win,Nik Lentz,Hacran Dias,42,40,4,1,0,1,6,2,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/cf5f9da861c5e63f,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3261,win,Francisco Trinaldo,Mike Rio,5,5,1,1,1,0,1,0,Lightweight,SUB,Arm Triangle,1,00:03:08,0.0,http://ufcstats.com/fight-details/91f33ac24fb39eca,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3262,win,Gleison Tibau,John Cholish,21,9,2,0,1,0,0,0,Lightweight,SUB,Guillotine Choke,2,00:02:34,0.0,http://ufcstats.com/fight-details/edc4e54d5258eea8,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3263,win,Paulo Thiago,Michel Prazeres,46,30,2,3,0,0,4,0,Welterweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/4b4c4df2778538d9,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3264,win,Iuri Alcantara,Iliarde Santos,19,3,0,0,0,0,0,0,Bantamweight,KO/TKO,Punch,1,00:02:31,0.0,http://ufcstats.com/fight-details/019b88d4ac875ae4,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3265,win,Fabio Maldonado,Roger Hollett,100,29,1,2,0,0,0,2,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/11249454ed5fd71f,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3266,win,John Lineker,Azamat Gashimov,36,7,0,0,0,0,0,0,Flyweight,KO/TKO,Punch,2,00:01:07,0.0,http://ufcstats.com/fight-details/8aff100107d0ba11,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3267,win,Jussier Formiga,Chris Cariaso,10,26,4,1,0,1,6,2,Flyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/caa56c26127bf7e8,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3268,win,Lucas Martins,Jeremy Larsen,39,52,0,2,0,0,0,0,Lightweight,KO/TKO,Punch,3,00:00:13,0.0,http://ufcstats.com/fight-details/eacfc05c3e5ead5e,18-05-2013,"Jaragua do Sul, Santa Catarina, Brazil",7642.0
3269,win,Jon Jones,Chael Sonnen,20,6,3,0,0,0,0,0,Light Heavyweight,KO/TKO,Punches,1,00:04:33,1.0,http://ufcstats.com/fight-details/8151421edf24a821,27-04-2013,"Newark, New Jersey, USA",15227.0
3270,win,Michael Bisping,Alan Belcher,93,29,0,0,0,0,0,0,Middleweight,U-DEC,,3,00:04:31,0.0,http://ufcstats.com/fight-details/1ac61e415deca2fe,27-04-2013,"Newark, New Jersey, USA",15227.0
3271,win,Roy Nelson,Cheick Kongo,2,4,0,0,0,0,0,0,Heavyweight,KO/TKO,Punch,1,00:02:03,0.0,http://ufcstats.com/fight-details/04e6a26fe2a4017d,27-04-2013,"Newark, New Jersey, USA",15227.0
3272,win,Phil Davis,Vinny Magalhaes,79,29,0,1,0,0,0,0,Light Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/c29850ed8d9d1073,27-04-2013,"Newark, New Jersey, USA",15227.0
3273,nc,Jim Miller,Pat Healy,27,53,1,5,0,2,0,4,Lightweight,Overturned,,3,00:04:02,0.0,http://ufcstats.com/fight-details/bb59b82bddc96cca,27-04-2013,"Newark, New Jersey, USA",15227.0
3274,win,Rustam Khabilov,Yancy Medeiros,3,4,1,0,0,0,0,0,Lightweight,KO/TKO,,1,00:02:32,0.0,http://ufcstats.com/fight-details/59ad5b88804afbf5,27-04-2013,"Newark, New Jersey, USA",15227.0
3275,win,Ovince Saint Preux,Gian Villante,47,28,0,0,0,0,0,0,Light Heavyweight,M-DEC,,3,00:00:33,0.0,http://ufcstats.com/fight-details/523e8ca343a0becc,27-04-2013,"Newark, New Jersey, USA",15227.0
3276,win,Sara McMann,Sheila Gaff,8,7,2,0,0,0,1,0,Women's Bantamweight,KO/TKO,Punches,1,00:04:06,0.0,http://ufcstats.com/fight-details/fb30b2752d3dc1eb,27-04-2013,"Newark, New Jersey, USA",15227.0
3277,win,Bryan Caraway,Johnny Bedford,43,50,3,0,1,0,6,0,Bantamweight,SUB,Guillotine Choke,3,00:04:44,0.0,http://ufcstats.com/fight-details/372a0456aa4ff6cf,27-04-2013,"Newark, New Jersey, USA",15227.0
3278,win,Cody McKenzie,Leonard Garcia,30,15,5,0,4,0,5,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/44ad16cd4e6c93d7,27-04-2013,"Newark, New Jersey, USA",15227.0
3279,win,Steven Siler,Kurt Holobaugh,50,41,1,1,2,2,3,0,Featherweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/6d6a1834e0d18f0c,27-04-2013,"Newark, New Jersey, USA",15227.0
3280,win,Benson Henderson,Gilbert Melendez,68,43,0,1,0,0,1,0,Lightweight,S-DEC,,5,00:05:00,1.0,http://ufcstats.com/fight-details/6599a94704d56719,20-04-2013,"San Jose, California, USA",13506.0
3281,win,Daniel Cormier,Frank Mir,59,24,0,0,0,0,0,0,Heavyweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/4dd561df1ca58ab8,20-04-2013,"San Jose, California, USA",13506.0
3282,win,Josh Thomson,Nate Diaz,36,21,1,1,0,1,0,0,Lightweight,KO/TKO,Kick,2,00:03:44,0.0,http://ufcstats.com/fight-details/56ce29bdb1fe9abf,20-04-2013,"San Jose, California, USA",13506.0
3283,win,Matt Brown,Jordan Mein,40,24,0,0,1,0,1,1,Welterweight,KO/TKO,Elbows,2,00:01:00,0.0,http://ufcstats.com/fight-details/004885f7983f4658,20-04-2013,"San Jose, California, USA",13506.0
3284,win,Chad Mendes,Darren Elkins,7,2,0,0,0,0,0,0,Featherweight,KO/TKO,Punch,1,00:01:08,0.0,http://ufcstats.com/fight-details/d13ea6559225991f,20-04-2013,"San Jose, California, USA",13506.0
3285,win,Francis Carmont,Lorenz Larkin,12,32,2,0,0,0,2,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/3566c8e9d3a9caa8,20-04-2013,"San Jose, California, USA",13506.0
3286,win,Myles Jury,Ramsey Nijem,5,6,2,1,0,0,1,2,Lightweight,KO/TKO,Punch,2,00:01:02,0.0,http://ufcstats.com/fight-details/704adfae22d0dfb8,20-04-2013,"San Jose, California, USA",13506.0
3287,win,Joseph Benavidez,Darren Uyenoyama,57,11,2,0,0,0,0,0,Flyweight,KO/TKO,Punch,2,00:04:50,0.0,http://ufcstats.com/fight-details/a6797238f9f98644,20-04-2013,"San Jose, California, USA",13506.0
3288,win,Jorge Masvidal,Tim Means,50,43,6,0,0,0,2,1,Lightweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/786033c27fdaa020,20-04-2013,"San Jose, California, USA",13506.0
3289,win,TJ Dillashaw,Hugo Viana,21,11,1,0,0,0,1,0,Bantamweight,KO/TKO,Punches,1,00:04:22,0.0,http://ufcstats.com/fight-details/b229ee2997b70d16,20-04-2013,"San Jose, California, USA",13506.0
3290,win,Anthony Njokuani,Roger Bowling,26,27,0,1,0,0,0,0,Lightweight,KO/TKO,Punch,2,00:02:52,0.0,http://ufcstats.com/fight-details/56ad1de1924984ad,20-04-2013,"San Jose, California, USA",13506.0
3291,win,Yoel Romero,Clifford Starks,12,3,0,0,0,0,0,0,Middleweight,KO/TKO,Flying Knee,1,00:01:32,0.0,http://ufcstats.com/fight-details/c8a48abe3263f796,20-04-2013,"San Jose, California, USA",13506.0
3292,win,Urijah Faber,Scott Jorgensen,93,73,4,1,3,0,4,0,Bantamweight,SUB,Rear Naked Choke,4,00:03:16,0.0,http://ufcstats.com/fight-details/b4d0659f60c8aa7c,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3293,win,Kelvin Gastelum,Uriah Hall,31,44,3,2,0,0,5,1,Middleweight,S-DEC,,3,00:05:00,1.0,http://ufcstats.com/fight-details/f286aad7b3558b21,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3294,win,Cat Zingano,Miesha Tate,35,23,1,3,1,3,4,5,Women's Bantamweight,KO/TKO,Knees,3,00:02:55,0.0,http://ufcstats.com/fight-details/2594287e8fa31404,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3295,win,Travis Browne,Gabriel Gonzaga,9,1,0,0,0,0,0,0,Heavyweight,KO/TKO,Elbows,1,00:01:11,0.0,http://ufcstats.com/fight-details/5ba1e6f5519074c9,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3296,win,Bubba McDaniel,Gilbert Smith,35,14,0,3,3,1,8,0,Middleweight,SUB,Triangle Choke,3,00:02:49,0.0,http://ufcstats.com/fight-details/dc85144d1d945076,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3297,win,Josh Samman,Kevin Casey,36,14,0,0,0,2,0,0,Middleweight,KO/TKO,Knee,2,00:02:17,0.0,http://ufcstats.com/fight-details/5067fe22dbc4baff,13-04-2013,"Las Vegas, Nevada, USA",5382.0
3298,win,Luke Barnatt,Collin Hart,113,95,1,2,1,0,0,1,Middleweight,U-DEC,,3,00:05:00,0.0,http://ufcstats.com/fight-details/8c8468ed2878dc0a,13-04-2013,"Las Vegas, Nevada, USA",5382.0
